ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Fecha en que empieza el precio rebajado","Fecha en que termina el precio de oferta","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","Vendido Individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir reseñas de clientes?","Notas de la compra","Precio de oferta","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
6534,simple,31028,"Reloj Casio MTP-V004SG-9A",1,0,visible,"<ul>
 	<li>Resistente al agua</li>
 	<li>Banda de acero inoxidable</li>
 	<li>Material de la caja / bisel: Pd plateado</li>
 	<li>Cierre de triple pliegue</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Resistente al agua</li>
 	<li>Banda de acero inoxidable</li>
 	<li>Material de la caja / bisel: Pd plateado</li>
 	<li>Cierre de triple pliegue</li>
 	<li>Vidrio mineral</li>
 	<li>Cronometraje normal</li>
 	<li>Analógico: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ± 20 segundos por mes</li>
 	<li>Aprox. duración de la batería: 3 años en SR626SW</li>
 	<li>Tamaño de la caja: 35,2×30,2×7,8mm</li>
 	<li>Peso total: 56g</li>
</ul>
<strong>MODELO: MTP-V004SG-9A</strong>
<strong>CODIGO: 31028</strong>",,,taxable,,1,3,,0,0,,,,,0,,,10500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-MTP-V004SG-9A.jpg,,,,,,,,,0,,,,
6536,simple,31029,"Reloj Casio MTP-V005G-7B",1,0,visible,"<ul>
 	<li>Resistente al agua</li>
 	<li>Banda de acero inoxidable</li>
 	<li>Material de la caja / bisel: Pd plateado</li>
 	<li>Cierre de triple pliegue</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Resistente al agua</li>
 	<li>Banda de acero inoxidable</li>
 	<li>Material de la caja / bisel: Pd plateado</li>
 	<li>Cierre de triple pliegue</li>
 	<li>Vidrio mineral</li>
 	<li>Cronometraje normal</li>
 	<li>Analógico: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ± 20 segundos por mes</li>
 	<li>Aprox. duración de la batería: 3 años en SR626SW</li>
 	<li>Tamaño de la caja: 47×40×8,1mm</li>
 	<li>Peso total: 90g</li>
</ul>
<strong>MODELO: MTP-V005G-7B</strong>
<strong>CODIGO: 31029</strong>",,,taxable,,0,0,,0,0,,,,,0,,,10500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-MTP-V005G-7B.jpg,,,,,,,,,0,,,,
6539,simple,31030,"Reloj Casio LW-200-1A",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina / Cristal Esférico</li>
 	<li>Resistencia al Agua de 50 Metros</li>
 	<li>Pantalla LED de fondo</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul class=""display-list"">
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina / Cristal Esférico</li>
 	<li>Resistencia al Agua de 50 Metros</li>
 	<li>Pantalla LED de fondo
Persistencia luminosa</li>
 	<li>Hora doble</li>
 	<li>Cronómetro de 1/100 segundos
Capacidad de medición: 23:59'59.99''
Modos de medición: tiempo transcurrido, tiempo de división, tiempos de 1ª y 2ª posiciones</li>
 	<li>Alarma diaria</li>
 	<li>Señal de hora</li>
 	<li>Calendario automático (hasta el año 2099)</li>
 	<li>Formato de 12 y 24 horas</li>
 	<li>Funciones clásicas de reloj: Hora, minutos, segundos, pm, mes, fecha, día</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aprox. de la pila: 10 años en el modelo CR1620</li>
 	<li>Tamaño de la caja : 37,9×34,9×11,9mm</li>
 	<li>Peso total : 20g</li>
</ul>
<strong>MODELO: LW-200-1A</strong>
<strong>CODIGO: 31030</strong>",,,taxable,,1,3,,0,0,,,,,0,,,7000,Tecnología,"Reloj, reloj digital",,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LW-200-1A.jpg,,,,,,,,,0,,,,
6542,simple,31031,"Reloj Casio LW-200-2A",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina / Cristal Esférico</li>
 	<li>Resistencia al Agua de 50 Metros</li>
 	<li>Pantalla LED de fondo</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul class=""display-list"">
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina / Cristal Esférico</li>
 	<li>Resistencia al Agua de 50 Metros</li>
 	<li>Pantalla LED de fondo
Persistencia luminosa</li>
 	<li>Hora doble</li>
 	<li>Cronómetro de 1/100 segundos
Capacidad de medición: 23:59'59.99''
Modos de medición: tiempo transcurrido, tiempo de división, tiempos de 1ª y 2ª posiciones</li>
 	<li>Alarma diaria</li>
 	<li>Señal de hora</li>
 	<li>Calendario automático (hasta el año 2099)</li>
 	<li>Formato de 12 y 24 horas</li>
 	<li>Funciones clásicas de reloj: Hora, minutos, segundos, pm, mes, fecha, día</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aprox. de la pila: 10 años en el modelo CR1620</li>
 	<li>Tamaño de la caja : 37,9×34,9×11,9mm</li>
 	<li>Peso total : 20g</li>
</ul>
<strong>MODELO: LW-200-2A</strong>
<strong>CODIGO: 31031</strong>",,,taxable,,1,3,,0,0,,,,,0,,,7000,Tecnología,"Reloj, reloj digital",,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LW-200-2A.jpg,,,,,,,,,0,,,,
6544,simple,31032,"Reloj Casio LW-200-4A",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina / Cristal Esférico</li>
 	<li>Resistencia al Agua de 50 Metros</li>
 	<li>Pantalla LED de fondo</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul class=""display-list"">
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina / Cristal Esférico</li>
 	<li>Resistencia al Agua de 50 Metros</li>
 	<li>Pantalla LED de fondo
Persistencia luminosa</li>
 	<li>Hora doble</li>
 	<li>Cronómetro de 1/100 segundos
Capacidad de medición: 23:59'59.99''
Modos de medición: tiempo transcurrido, tiempo de división, tiempos de 1ª y 2ª posiciones</li>
 	<li>Alarma diaria</li>
 	<li>Señal de hora</li>
 	<li>Calendario automático (hasta el año 2099)</li>
 	<li>Formato de 12 y 24 horas</li>
 	<li>Funciones clásicas de reloj: Hora, minutos, segundos, pm, mes, fecha, día</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aprox. de la pila: 10 años en el modelo CR1620</li>
 	<li>Tamaño de la caja : 37,9×34,9×11,9mm</li>
 	<li>Peso total : 20g</li>
</ul>
<strong>MODELO: LW-200-4A</strong>
<strong>CODIGO: 31032</strong>",,,taxable,,0,0,,0,0,,,,,0,,,7000,"Tecnología, Tiempo Libre","Reloj, reloj digital",,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LW-200-4A.jpg,,,,,,,,,0,,,,
6546,simple,31060,"Reloj Casio LQ-139-1B3",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja : 31,2×25,2×7,5mm</li>
 	<li>Peso total : 11g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LQ-139-1B3</strong>
<strong>CODIGO: 31060</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LQ-139AMV-1B3.jpg,,,,,,,,,0,,,,
6550,simple,31061,"Reloj Casio LQ-139-7B3",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja : 31,2×25,2×7,5mm</li>
 	<li>Peso total : 11g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LQ-139-1B3</strong>
<strong>CODIGO: 31061</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LQ-139AMV-7B3.jpg,,,,,,,,,0,,,,
6552,simple,31062,"Reloj Casio LQ-142-1B",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja : 31,7 × 22,5 × 7,3 mm</li>
 	<li>Peso total : 13g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LQ-142-1B</strong>
<strong>CODIGO: 31062</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LQ-142-1B.jpg,,,,,,,,,0,,,,
6554,simple,31063,"Reloj Casio LQ-142-7B",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja : 31,7 × 22,5 × 7,3 mm</li>
 	<li>Peso total : 13g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LQ-142-7B</strong>
<strong>CODIGO: 31063</strong>",,,taxable,,0,0,,0,0,,,,,0,,,3500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LQ-142-7B.jpg,,,,,,,,,0,,,,
6556,simple,31035,"Reloj Casio LTP-1128A-7B",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja: 33 × 27 × 7 mm</li>
 	<li>Peso total: 38g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LTP-1128A-7B</strong>
<strong>CODIGO: 31035</strong>",,,taxable,,1,3,,0,0,,,,,0,,,8500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LTP-1128A-7B.jpg,,,,,,,,,0,,,,
6558,simple,31036,"Reloj Casio LTP-1128A-1A",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja: 33 × 27 × 7 mm</li>
 	<li>Peso total: 38g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LTP-1128A-1A</strong>
<strong>CODIGO: 31036</strong>",,,taxable,,1,3,,0,0,,,,,0,,,8500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LTP-1128A-1A.jpg,,,,,,,,,0,,,,
6560,simple,31037,"Reloj Casio LTP-1128G-7B",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja: 33 × 27 × 7 mm</li>
 	<li>Peso total: 38g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LTP-1128G-7B</strong>
<strong>CODIGO: 31037</strong>",,,taxable,,1,3,,0,0,,,,,0,,,10500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LTP-1128G-7B.jpg,,,,,,,,,0,,,,
6562,simple,31038,"Reloj Casio LTP-1131A-7B",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja: 32 × 26 × 7 mm</li>
 	<li>Peso total: 38g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LTP-1131A-7B</strong>
<strong>CODIGO: 31038</strong>",,,taxable,,1,3,,0,0,,,,,0,,,8500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LTP-1131A-7B.jpg,,,,,,,,,0,,,,
6564,simple,31039,"Reloj Casio LTP-1170A-7A",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja: 30 × 25,5 × 8,4 mm</li>
 	<li>Peso total: 47g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LTP-1170A-7A</strong>
<strong>CODIGO: 31039</strong>",,,taxable,,0,0,,0,0,,,,,0,,,9500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LTP-1170A-7A.jpg,,,,,,,,,0,,,,
6566,simple,31040,"Reloj Casio LTP-1183A-1A",1,0,visible,"<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Material de la carcasa y el marco: Resina</li>
 	<li>Correa de Resina</li>
 	<li>Cristal Resina</li>
 	<li>Resistente al Agua</li>
 	<li>Indicación clásica de la hora
Analógica: 3 agujas (hora, minuto, segundo)</li>
 	<li>Precisión: ±20 segundos por mes</li>
 	<li>Duración aproximada de la pila: 3 años con SR626SW</li>
 	<li>Tamaño de la caja: 31,5 × 28,5 × 6,6 mm</li>
 	<li>Peso total: 52g</li>
 	<li style=""list-style-type: none""></li>
</ul>
<strong>MODELO: LTP-1183A-1A</strong>
<strong>CODIGO: 31040</strong>",,,taxable,,1,3,,0,0,,,,,0,,,9500,Tecnología,Reloj,,https://smartpro.com.ar/wp-content/uploads/2021/07/Reloj-LTP-1183A-1A.jpg,,,,,,,,,0,,,,
6585,variation,"45200 N","Mouse Gamer HP M150 - Blanco",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1200,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Mouse-M150-B.jpg,,,"45200 B - 45200 N",,,,,,1,color,Blanco,,1
6586,variation,"45200 B","Mouse Gamer HP M150 - Negro",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1200,,,,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-Gamer-M150.jpg,,,"45200 B - 45200 N",,,,,,2,color,Negro,,1
6597,variation,51615BL,"Auriculares Philips SHL5005 - Blanco",1,0,visible,,BLANCO,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Auriculares-SHL5005-00-Bl.jpg,,,"51615NE - 51615BL",,,,,,1,color,Blanco,,1
6598,variation,51615NE,"Auriculares Philips SHL5005 - Negro",1,0,visible,,NEGRO,,,taxable,parent,1,,,0,0,,,,,0,,,2500,,,,https://smartpro.com.ar/wp-content/uploads/2021/05/Auriculares-Philips-SHL5005.jpg,,,"51615NE - 51615BL",,,,,,2,color,Negro,,1
6601,variation,51617BL,"Auriculares Philips TAH4105 - Blanco",1,0,visible,,BLANCO,,,taxable,parent,1,,,0,0,,,,,0,,,3000,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Auriculares-TAH4105WT-00.jpg,,,"51617BL - 51617NE",,,,,,1,color,Blanco,,1
6602,variation,51617NE,"Auriculares Philips TAH4105 - Negro",1,0,visible,,NEGRO,,,taxable,parent,1,,,0,0,,,,,0,,,3000,,,,https://smartpro.com.ar/wp-content/uploads/2021/07/Auriculares-TAH4105BK-00.jpg,,,"51617BL - 51617NE",,,,,,2,color,Negro,,1
6629,simple,54802,"Parlante EuroSound ES-8R1",1,0,visible,"<ul>
 	<li>CARACTERISTICAS:
<ul>
 	<li>Woofer 8""</li>
 	<li>Potencia: 1200 Watts</li>
 	<li>Voltaje: 220 v</li>
 	<li>Color: Negro</li>
</ul>
</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>CARACTERISTICAS:
<ul>
 	<li>Woofer 8""</li>
 	<li>Potencia: 1200 Watts</li>
 	<li>Voltaje: 220 v</li>
 	<li>Color: Negro</li>
</ul>
</li>
 	<li>ESPECIFICACIONES:
<ul>
 	<li>Medio: 2.1</li>
 	<li>Potencia de salida (RMS): 20 W</li>
 	<li>Tipo de parlante: Medio</li>
 	<li>Tipos de filtros del parlante: Activo</li>
 	<li>Autonomía de la batería: 4 hs</li>
 	<li>Configuración de canales: 2.1</li>
 	<li>Bluetooth: SI</li>
 	<li>Wi-Fi: NO</li>
 	<li>Con función karaoke: SI</li>
 	<li>Con radio: Si</li>
 	<li>Es portátil: SI</li>
 	<li>Es inalámbrico: SI</li>
 	<li>Incluye batería recargable: SI</li>
 	<li>NO incluye micorofos</li>
</ul>
</li>
 	<li>MEDIDAS DEL EMPAQUE:
<ul>
 	<li>37x24x20 Cm (Largo, alto, profundidad)</li>
 	<li>Peso: 2KG</li>
</ul>
</li>
</ul>
<strong>MODELO: ES-8R1</strong>
<strong>CODIGO: 54802</strong>",,,taxable,,1,3,,0,0,,,,,0,,,6000,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-ES-8R1.jpg,,,,,,,,,0,,,,
6634,simple,54800,"Parlante Daewoo DW-8R3",1,0,visible,"<ul>
 	<li>Conexión: Inalámbrica BT.</li>
 	<li>Puertos USB</li>
 	<li>Entradas: AUX / Micrófono.</li>
 	<li>Woofer 8""</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Potencia: 1200 Watts PMPO</li>
 	<li>Conexión: Inalámbrica BT.</li>
 	<li>Puertos USB</li>
 	<li>Entradas: AUX / Micrófono.</li>
 	<li>Woofer 8""</li>
 	<li>Radio FM</li>
 	<li>Display: LED</li>
 	<li>Batería: 3,7V 1200mAh Litio.</li>
 	<li>Luces LED</li>
</ul>
<strong>MODELO: DW-8R3</strong>
<strong>CODIGO: 54800</strong>",,,taxable,,1,3,,0,0,,,,,0,,,6500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-dw-8r3.jpg,,,,,,,,,0,,,,
6637,simple,54801,"Parlante Daewoo DW-8R4",1,0,visible,"<ul>
 	<li>Conexión: Inalámbrica BT.</li>
 	<li>Puertos USB</li>
 	<li>Entradas: AUX / Micrófono.</li>
 	<li>Woofer 8""</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Potencia: 1200 Watts PMPO</li>
 	<li>Conexión: Inalámbrica BT.</li>
 	<li>Puertos USB</li>
 	<li>Entradas: AUX / Micrófono.</li>
 	<li>Woofer 8""</li>
 	<li>Radio FM</li>
 	<li>Display: LED</li>
 	<li>Batería: 3,7V 1200mAh Litio.</li>
 	<li>Luces LED</li>
</ul>
<strong>MODELO: DW-8R4</strong>
<strong>CODIGO: 54801</strong>",,,taxable,,0,0,,0,0,,,,,0,,,5500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-dw-8r4.jpg,,,,,,,,,0,,,,
6639,simple,54805,"Parlante EuroSound ES-M111",1,0,visible,"<ul>
 	<li>CARACTERITICAS:
<ul>
 	<li>Marca: Euro Sound</li>
 	<li>Modelo: FREE MDF-ES-M111</li>
 	<li>Color: DISEÑO GRAFFITTI</li>
 	<li>Portátil y ligero</li>
 	<li>Bluetooth: Si</li>
 	<li>Posee puerto USB</li>
 	<li>Woofer de 3""</li>
 	<li>Potencia 500W PMPO</li>
 	<li>Luces LED disco</li>
 	<li>Radio FM: Si</li>
</ul>
</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>CARACTERITICAS:
<ul>
 	<li>Marca: Euro Sound</li>
 	<li>Modelo: FREE MDF-ES-M111</li>
 	<li>Color: DISEÑO GRAFFITTI</li>
 	<li>Portátil y ligero</li>
 	<li>Bluetooth: Si</li>
 	<li>Posee puerto USB</li>
 	<li>Woofer de 3""</li>
 	<li>Potencia 500W PMPO</li>
 	<li>Luces LED disco</li>
 	<li>Radio FM: Si</li>
</ul>
</li>
 	<li>ESPECIFICACIONES
<ul>
 	<li>Conexión: Inalámbrico</li>
 	<li>Configuración de canales: 2.1</li>
 	<li>Posee: BT, Plug in</li>
 	<li>Autonomía de la batería: 3 h</li>
 	<li>Karaoke: No</li>
</ul>
</li>
 	<li>MEDIDAS:
<ul>
 	<li>Alto: 16.2 Cm</li>
 	<li>Ancho: 11.2 Cm</li>
 	<li>Profundidad: 8.5 Cm</li>
</ul>
</li>
</ul>
<strong>MODELO: ES-M111</strong>
<strong>CODIGO: 54805</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-ES-M111.jpg,,,,,,,,,0,,,,
6641,simple,54803,"Parlante Daewoo DW-M888",1,0,visible,"<ul>
 	<li>750 W. PMPO</li>
 	<li>PARLANTE 3""</li>
 	<li>LUCES LED</li>
 	<li>CONEXIÓN BT/USB/SD/MIC/AUX</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>750 W. PMPO</li>
 	<li>PARLANTE 3""</li>
 	<li>LUCES LED</li>
 	<li>CONEXIÓN BT/USB/SD/MIC/AUX</li>
 	<li>RADIO FM</li>
 	<li>BATERIA RECARGABLE</li>
 	<li>DISPLAY LED</li>
</ul>
<strong>MODELO: DW-M888</strong>
<strong>CODIGO: 54803</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-DW-M888.jpg,,,,,,,,,0,,,,
6645,simple,54806,"Parlante EuroSound ES-J12",1,0,visible,"<ul>
 	<li>Potencia 2400 Watts</li>
 	<li>Batería Recargable</li>
 	<li>Wireless BT Conection</li>
 	<li>Entrada Stereo 1 Line</li>
 	<li>Salida Stereo 1 Line</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Potencia 2400 Watts</li>
 	<li>Batería Recargable</li>
 	<li>Wireless BT Conection</li>
 	<li>Entrada Stereo 1 Line</li>
 	<li>Salida Stereo 1 Line</li>
 	<li>Micrófono incluido</li>
 	<li>Control Remoto tipo tarjeta</li>
 	<li>Puertos USB /TF</li>
 	<li>Luces LED</li>
 	<li>Radio FM</li>
 	<li>Woofer 15"" Pulgadas</li>
</ul>
<strong>MODELO: ES-J12</strong>
<strong>CODIGO: 54806</strong>",,,taxable,,1,3,,0,0,,,,,0,,,13500,Audio,"Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/07/Parlante-ES-J12.jpg,,,,,,,,,0,,,,
